url,title_not_bot,title_prepro,negativeTitle,neutralTitle,positiveTitle,compoundTitle,,,,
https://api.github.com/repos/passamo9/LaTeX_EnglandWales_Templates/pulls/45,Upload latexmk ci compiled example PDFs to artifacts for preview.,upload latexmk ci compiled example pdfs artifact preview,0,1,0,0,,,Positive,540
https://api.github.com/repos/passamo9/LaTeX_EnglandWales_Templates/pulls/43,Class rework,class rework,0,1,0,0,,,Neutral,1531
https://api.github.com/repos/passamo9/LaTeX_EnglandWales_Templates/pulls/42,Add example source code to examples branch in latexmk ci.,add example source code example branch latexmk ci,0,1,0,0,,,Negative,190
https://api.github.com/repos/enterpriseready/enterpriseready/pulls/558,Update product-security.md,update productsecuritymd,0,1,0,0,,,,2261
https://api.github.com/repos/enterpriseready/enterpriseready/pulls/557,Update product-security.md,update productsecuritymd,0,1,0,0,,,,
https://api.github.com/repos/enterpriseready/enterpriseready/pulls/552,Update role-based-access-control.md,update,0,1,0,0,,,,
https://api.github.com/repos/enterpriseready/enterpriseready/pulls/349,Add the Open Source Security Page,add open source security page,0,0.625,0.375,0.34,,,,
https://api.github.com/repos/enterpriseready/enterpriseready/pulls/298,Adding Auth0,adding,0,1,0,0,,,,
https://api.github.com/repos/enterpriseready/enterpriseready/pulls/295,Want to Add Orangescrum,want add orangescrum,0,0.606,0.394,0.0772,,,,
https://api.github.com/repos/enterpriseready/enterpriseready/pulls/294,Updating Orangescrum to the list,updating orangescrum list,0,1,0,0,,,,
https://api.github.com/repos/enterpriseready/enterpriseready/pulls/293,Adding Orangescrum,adding orangescrum,0,1,0,0,,,,
https://api.github.com/repos/rsyslog/rsyslog/pulls/5088,Do not preserve capabilities when changing credentials,preserve capability changing credential,0,1,0,0,,,,
https://api.github.com/repos/rsyslog/rsyslog/pulls/5045,GnuTLS: add ip address san support,gnutls add ip address san support,0,0.649,0.351,0.4019,,,,
https://api.github.com/repos/rsyslog/rsyslog/pulls/5033,gtls: add IP address SAN support,gtls add ip address san support,0,0.649,0.351,0.4019,,,,
https://api.github.com/repos/rsyslog/rsyslog/pulls/5012,imfile: Fix external dir's fd leaking,imfile fix external dir fd leaking,0,1,0,0,,,,
https://api.github.com/repos/rsyslog/rsyslog/pulls/4783,Introduce dynamic configuartion reload global option,introduce dynamic configuartion reload global option,0,0.658,0.342,0.3818,,,,
https://api.github.com/repos/rsyslog/rsyslog/pulls/4668,WiP: Add support for wolfSSL for TLS.,wip add support wolfssl tl,0,0.597,0.403,0.4019,,,,
https://api.github.com/repos/rsyslog/rsyslog/pulls/4502,Fix incorrect coercing of json-object int to uint32 in sparse-array-lookup-table implementation,fix incorrect coercing jsonobject int implementation,0,1,0,0,,,,
https://api.github.com/repos/rsyslog/rsyslog/pulls/4307,[WIP/RFC] ossl: initial OCSP support,wiprfc ossl initial ocsp support,0,0.597,0.403,0.4019,,,,
https://api.github.com/repos/rsyslog/rsyslog/pulls/4037,omfwd: Allow configurable TLS SNI,omfwd allow configurable tl sni,0,0.678,0.322,0.2263,,,,
https://api.github.com/repos/alan-turing-institute/AutisticaCitizenScience/pulls/685,,,,,,,,,,
https://api.github.com/repos/alan-turing-institute/AutisticaCitizenScience/pulls/683,,,,,,,,,,
https://api.github.com/repos/alan-turing-institute/AutisticaCitizenScience/pulls/626,[WIP]Create Feb 2022 newsletter,wip create feb newsletter,0,0.588,0.412,0.2732,,,,
https://api.github.com/repos/alan-turing-institute/AutisticaCitizenScience/pulls/520,Refreshing some of the GitHub following comments by KW,refreshing github following comment kw,0,1,0,0,,,,
https://api.github.com/repos/alan-turing-institute/AutisticaCitizenScience/pulls/518,Update newsletter-June21.md,update,0,1,0,0,,,,
https://api.github.com/repos/alan-turing-institute/AutisticaCitizenScience/pulls/515,Add progress update PPT following update,add progress update ppt following update,0,0.641,0.359,0.4215,,,,
https://api.github.com/repos/alan-turing-institute/AutisticaCitizenScience/pulls/506,[WIP]Create README.md,wip create readmemd,0,0.488,0.512,0.2732,,,,
https://api.github.com/repos/alan-turing-institute/AutisticaCitizenScience/pulls/496,Update README.md,update readmemd,0,1,0,0,,,,
https://api.github.com/repos/alan-turing-institute/AutisticaCitizenScience/pulls/495,Update README.md,update readmemd,0,1,0,0,,,,
https://api.github.com/repos/alan-turing-institute/AutisticaCitizenScience/pulls/461,Lottycoupat comms strategy,lottycoupat comms strategy,0,1,0,0,,,,
https://api.github.com/repos/alan-turing-institute/AutisticaCitizenScience/pulls/451,,,,,,,,,,
https://api.github.com/repos/alan-turing-institute/AutisticaCitizenScience/pulls/449,Lottycoupat patch 1,lottycoupat patch,0,1,0,0,,,,
https://api.github.com/repos/alan-turing-institute/AutisticaCitizenScience/pulls/444,Adding updated Open Canvas,adding updated open canvas,0,1,0,0,,,,
https://api.github.com/repos/alan-turing-institute/AutisticaCitizenScience/pulls/438,[WIP]Update CONTRIBUTING.md,wip update contributingmd,0,1,0,0,,,,
https://api.github.com/repos/alan-turing-institute/AutisticaCitizenScience/pulls/410,Create newsletter-012921.md,create,0,0,1,0.2732,,,,
https://api.github.com/repos/alan-turing-institute/AutisticaCitizenScience/pulls/389,Add files via upload,add file via upload,0,1,0,0,,,,
https://api.github.com/repos/alan-turing-institute/AutisticaCitizenScience/pulls/388,Create handover.md,create handovermd,0,0.323,0.677,0.2732,,,,
https://api.github.com/repos/alan-turing-institute/AutisticaCitizenScience/pulls/386,Create websitetext.md,create websitetextmd,0,0.323,0.677,0.2732,,,,
https://api.github.com/repos/alan-turing-institute/AutisticaCitizenScience/pulls/333,Create sprint-7.md,create,0,0,1,0.2732,,,,
https://api.github.com/repos/alan-turing-institute/AutisticaCitizenScience/pulls/295,ui button click sound effect,ui button click sound effect,0,1,0,0,,,,
https://api.github.com/repos/alan-turing-institute/AutisticaCitizenScience/pulls/271,Update template-sprint-retrospective.md,update,0,1,0,0,,,,
https://api.github.com/repos/alan-turing-institute/AutisticaCitizenScience/pulls/265,Update feedback-mechanism.md,update feedbackmechanismmd,0,1,0,0,,,,
https://api.github.com/repos/alan-turing-institute/AutisticaCitizenScience/pulls/239,Update feedback-mechanism.md,update feedbackmechanismmd,0,1,0,0,,,,
https://api.github.com/repos/alan-turing-institute/AutisticaCitizenScience/pulls/235,Sprint 3 Report,sprint report,0,1,0,0,,,,
https://api.github.com/repos/alan-turing-institute/AutisticaCitizenScience/pulls/119,Create user-testing-resources.md,create,0,0,1,0.2732,,,,
https://api.github.com/repos/alan-turing-institute/AutisticaCitizenScience/pulls/115,Create 1 to 1 Sprint User Review sessions guidelines,create sprint user review session guideline,0,0.704,0.296,0.2732,,,,
https://api.github.com/repos/alan-turing-institute/AutisticaCitizenScience/pulls/95,Changes made to project timeline,change made project timeline,0,1,0,0,,,,
https://api.github.com/repos/alan-turing-institute/AutisticaCitizenScience/pulls/26,Create Cartoon_Script,create cartoonscript,0,0.323,0.677,0.2732,,,,
https://api.github.com/repos/rubycorns/rorganize.it/pulls/719,[Snyk] Fix for 8 vulnerabilities,snyk fix vulnerability,0.487,0.513,0,-0.2263,,,,
https://api.github.com/repos/rubycorns/rorganize.it/pulls/718,,,,,,,,,,
https://api.github.com/repos/rubycorns/rorganize.it/pulls/717,[Snyk] Fix for 2 vulnerabilities,snyk fix vulnerability,0.487,0.513,0,-0.2263,,,,
https://api.github.com/repos/rubycorns/rorganize.it/pulls/716,,,,,,,,,,
https://api.github.com/repos/rubycorns/rorganize.it/pulls/715,,,,,,,,,,
https://api.github.com/repos/rubycorns/rorganize.it/pulls/714,,,,,,,,,,
https://api.github.com/repos/rubycorns/rorganize.it/pulls/713,,,,,,,,,,
https://api.github.com/repos/rubycorns/rorganize.it/pulls/712,,,,,,,,,,
https://api.github.com/repos/rubycorns/rorganize.it/pulls/710,[wip] start upgrading ruby version and bump gems,wip start upgrading ruby version bump gem,0,1,0,0,,,,
https://api.github.com/repos/pagekit/extension-blog/pulls/12,Feature tags,feature tag,0,1,0,0,,,,
https://api.github.com/repos/CachetHQ/Cachet/pulls/4337,,,,,,,,,,
https://api.github.com/repos/CachetHQ/Cachet/pulls/4336,,,,,,,,,,
https://api.github.com/repos/CachetHQ/Cachet/pulls/4335,Fixed paths for reverse proxies with different subfolder,fixed path reverse proxy different subfolder,0,1,0,0,,,,
https://api.github.com/repos/CachetHQ/Cachet/pulls/4334,,,,,,,,,,
https://api.github.com/repos/CachetHQ/Cachet/pulls/4327,,,,,,,,,,
https://api.github.com/repos/CachetHQ/Cachet/pulls/4321,,,,,,,,,,
https://api.github.com/repos/CachetHQ/Cachet/pulls/4317,,,,,,,,,,
https://api.github.com/repos/CachetHQ/Cachet/pulls/4315,,,,,,,,,,
https://api.github.com/repos/CachetHQ/Cachet/pulls/4306,,,,,,,,,,
https://api.github.com/repos/CachetHQ/Cachet/pulls/4304,,,,,,,,,,
https://api.github.com/repos/CachetHQ/Cachet/pulls/4301,,,,,,,,,,
https://api.github.com/repos/CachetHQ/Cachet/pulls/4293,feat: FORCE_HTTPS_URLS env to force \URL schemes to https,feat forcehttpsurls env force url scheme http,0,1,0,0,,,,
https://api.github.com/repos/CachetHQ/Cachet/pulls/4291,Checks if start_date has correct format before parsing the input,check startdate correct format parsing input,0,1,0,0,,,,
https://api.github.com/repos/CachetHQ/Cachet/pulls/4289,Cachet causes a 500 error when clicking 'subscribe' after a clean install.,cachet cause error clicking subscribe clean install,0.26,0.481,0.26,0,,,,
https://api.github.com/repos/CachetHQ/Cachet/pulls/4287,,,,,,,,,,
https://api.github.com/repos/CachetHQ/Cachet/pulls/4286,,,,,,,,,,
https://api.github.com/repos/CachetHQ/Cachet/pulls/4284,,,,,,,,,,
https://api.github.com/repos/CachetHQ/Cachet/pulls/4283,,,,,,,,,,
https://api.github.com/repos/CachetHQ/Cachet/pulls/4282,,,,,,,,,,
https://api.github.com/repos/CachetHQ/Cachet/pulls/4281,,,,,,,,,,
https://api.github.com/repos/CachetHQ/Cachet/pulls/4278,,,,,,,,,,
https://api.github.com/repos/CachetHQ/Cachet/pulls/4277,,,,,,,,,,
https://api.github.com/repos/CachetHQ/Cachet/pulls/4276,,,,,,,,,,
https://api.github.com/repos/CachetHQ/Cachet/pulls/4275,,,,,,,,,,
https://api.github.com/repos/CachetHQ/Cachet/pulls/4274,,,,,,,,,,
